Gender,Invoice ID,Branch,City,Customer type,Product line,Unit price,Quantity,Tax 5%,Total Sales,Gross Margin Percentage
Female,191-10-6171,B,Mandalay,Normal,Fashion accessories,39.62,7,13.867,3845.87378,30
Female,802-70-5316,A,Yangon,Member,Sports and travel,92.13,6,27.639,15278.28642,30
Female,695-51-0018,B,Mandalay,Normal,Sports and travel,34.84,4,6.968,971.06048,30
Female,483-71-1164,C,Naypyitaw,Normal,Health and beauty,81.3,6,24.39,11897.442,30
Female,700-81-1757,A,Yangon,Normal,Electronic accessories,26.31,5,6.5775,865.2701249999999,30
Female,354-39-5160,A,Yangon,Member,Home and lifestyle,34.42,6,10.326,2132.52552,30
Female,731-81-9469,C,Naypyitaw,Member,Sports and travel,89.8,10,44.9,40320.2,30
Female,338-65-2210,C,Naypyitaw,Member,Health and beauty,68.6,10,34.3,23529.8,30
Female,488-25-4221,C,Naypyitaw,Member,Food and beverages,30.41,1,1.5205,46.238405,30
Female,239-10-7476,A,Yangon,Normal,Home and lifestyle,77.95,6,23.385,10937.164500000004,30
Female,458-41-1477,C,Naypyitaw,Normal,Health and beauty,46.26,6,13.878,3851.97768,30
Female,685-64-1609,A,Yangon,Member,Fashion accessories,30.14,10,15.07,4542.098,30
Female,608-96-3517,B,Mandalay,Member,Fashion accessories,91.54,4,18.308,6703.65728,30
Female,214-17-6927,C,Naypyitaw,Normal,Food and beverages,16.48,6,4.944,488.86272,30
Female,400-89-4171,C,Naypyitaw,Normal,Sports and travel,80.97,8,32.388,20979.65088,30
Female,894-41-5205,C,Naypyitaw,Normal,Food and beverages,43.18,8,17.272,5966.43968,30
Female,139-52-2867,C,Naypyitaw,Normal,Fashion accessories,22.51,7,7.8785,1241.415245,30
Female,586-25-0848,A,Yangon,Normal,Sports and travel,12.34,7,4.319,373.07522,30
Female,305-14-0245,B,Mandalay,Member,Home and lifestyle,94.49,8,37.796,28570.75232,30
Female,593-65-1552,C,Naypyitaw,Normal,Home and lifestyle,69.81,4,13.962,3898.74888,30
Female,284-34-9626,B,Mandalay,Normal,Home and lifestyle,77.04,3,11.556,2670.82272,30
Female,437-58-8131,B,Mandalay,Normal,Fashion accessories,73.52,2,7.352,1081.03808,30
Female,286-43-6208,C,Naypyitaw,Normal,Food and beverages,87.8,9,39.51,31220.802,30
Female,556-86-3144,C,Naypyitaw,Member,Fashion accessories,74.29,1,3.7145,275.95020500000004,30
Female,856-22-8149,A,Yangon,Normal,Home and lifestyle,25.29,1,1.2645,31.979205,30
Female,420-11-4919,C,Naypyitaw,Member,Food and beverages,71.39,5,178.475,63706.65125,30
Female,606-80-4905,C,Naypyitaw,Member,Sports and travel,19.15,6,5.745,660.1005,30
Female,542-41-0513,B,Mandalay,Member,Electronic accessories,57.49,4,11.498,2644.08008,30
Female,749-24-1565,A,Yangon,Normal,Health and beauty,23.03,9,10.3635,2148.042645,30
Female,672-51-8681,C,Naypyitaw,Member,Electronic accessories,66.65,9,299.925,179910.01125,30
Female,263-87-5680,C,Naypyitaw,Member,Home and lifestyle,28.53,10,14.265,4069.8045,30
Female,573-58-9734,B,Mandalay,Normal,Fashion accessories,30.37,3,4.5555,415.05160500000005,30
Female,817-69-8206,B,Mandalay,Normal,Electronic accessories,99.73,9,448.785,402815.95245,30
Female,677-11-0152,C,Naypyitaw,Normal,Food and beverages,93.26,9,41.967,35224.58178,30
Female,891-58-8335,B,Mandalay,Member,Sports and travel,29.61,7,10.3635,2148.042645,30
Female,560-30-5617,B,Mandalay,Normal,Sports and travel,24.77,5,6.1925,766.9411249999999,30
Female,319-74-2561,A,Yangon,Member,Electronic accessories,94.64,3,14.196,4030.52832,30
Female,790-29-1172,B,Mandalay,Normal,Food and beverages,57.34,3,8.601,1479.5440200000005,30
Female,279-62-1445,C,Naypyitaw,Member,Fashion accessories,12.54,1,627.0,7862.579999999999,30
Female,746-68-6593,C,Naypyitaw,Member,Sports and travel,87.16,2,8.716,1519.3731199999995,30
Female,466-61-5506,B,Mandalay,Member,Electronic accessories,90.7,6,27.21,14807.682000000004,30
Female,721-86-6247,A,Yangon,Normal,Home and lifestyle,63.42,8,25.368,12870.70848,30
Female,289-65-5721,B,Mandalay,Normal,Fashion accessories,81.37,2,8.137,1324.21538,30
Female,545-46-3100,B,Mandalay,Member,Electronic accessories,10.59,3,1.5885,50.466645,30
Female,418-02-5978,B,Mandalay,Normal,Health and beauty,84.09,9,378.405,286380.68805,30
Female,645-78-8093,A,Yangon,Normal,Sports and travel,93.14,2,9.314,1735.01192,30
Female,755-12-3214,C,Naypyitaw,Member,Fashion accessories,44.22,5,11.055,2444.2605,30
Female,346-84-3103,B,Mandalay,Member,Electronic accessories,13.22,5,3.305,218.4605,30
Female,866-05-7563,B,Mandalay,Member,Electronic accessories,81.4,3,12.21,2981.682,30
Female,883-17-4236,C,Naypyitaw,Normal,Sports and travel,14.39,2,1.439,41.41442,30
Female,850-41-9669,A,Yangon,Normal,Electronic accessories,75.06,9,33.777,22817.71458,30
Female,821-07-3596,C,Naypyitaw,Normal,Fashion accessories,16.45,4,3.29,216.482,30
Female,655-85-5130,B,Mandalay,Member,Fashion accessories,38.3,4,7.66,1173.512,30
Female,447-15-7839,A,Yangon,Member,Sports and travel,22.24,10,11.12,2473.088,30
Female,253-12-6086,A,Yangon,Member,Sports and travel,98.4,7,34.44,23722.272,30
Female,571-94-0759,B,Mandalay,Member,Food and beverages,74.6,10,37.3,27825.8,30
Female,731-14-2199,A,Yangon,Member,Home and lifestyle,35.54,10,17.77,6315.458,30
Female,783-09-1637,B,Mandalay,Normal,Sports and travel,67.43,5,168.575,56835.06125,30
Female,687-15-1097,C,Naypyitaw,Member,Health and beauty,21.12,2,2.112,89.21088,30
Female,126-54-1082,A,Yangon,Member,Home and lifestyle,21.54,9,9.693,1879.08498,30
Female,633-91-1052,A,Yangon,Normal,Home and lifestyle,12.03,2,1.203,28.94418,30
Female,477-24-6490,B,Mandalay,Normal,Health and beauty,99.71,6,29.913,17895.75138,30
Female,526-86-8552,C,Naypyitaw,Member,Home and lifestyle,21.82,10,10.91,2380.562,30
Female,376-56-3573,C,Naypyitaw,Normal,Fashion accessories,95.42,4,19.084,7283.98112,30
Female,136-08-6195,A,Yangon,Normal,Home and lifestyle,69.96,8,27.984,15662.08512,30
Female,490-29-1201,A,Yangon,Normal,Sports and travel,15.34,1,767.0,11765.78,30
Female,565-17-3836,A,Yangon,Member,Health and beauty,47.67,4,9.534,1817.94312,30
Female,226-71-3580,C,Naypyitaw,Normal,Sports and travel,23.75,9,10.6875,2284.453125,30
Female,283-79-9594,B,Mandalay,Normal,Food and beverages,48.51,7,169.785,57653.89245,30
Female,430-60-3493,A,Yangon,Member,Home and lifestyle,94.88,7,33.208,22055.42528,30
Female,278-97-7759,A,Yangon,Member,Electronic accessories,62.48,1,3.124,195.18752,30
Female,316-68-6352,A,Yangon,Member,Food and beverages,36.36,2,3.636,264.40992,30
Female,211-05-0490,C,Naypyitaw,Member,Electronic accessories,51.92,5,12.98,3369.6080000000006,30
Female,779-06-0012,C,Naypyitaw,Member,Home and lifestyle,88.61,1,4.4305,392.586605,30
Female,439-54-7422,A,Yangon,Normal,Electronic accessories,51.19,4,10.238,2096.33288,30
Female,396-90-2219,B,Mandalay,Normal,Electronic accessories,14.96,8,5.984,716.16512,30
Female,286-01-5402,A,Yangon,Normal,Sports and travel,40.23,7,140.805,39652.09604999999,30
Female,803-17-8013,A,Yangon,Member,Home and lifestyle,88.79,8,35.516,25227.72512,30
Female,512-98-1403,A,Yangon,Member,Electronic accessories,26.48,3,3.972,315.53568,30
Female,848-42-2560,A,Yangon,Normal,Fashion accessories,81.91,2,8.191,1341.84962,30
Female,870-76-1733,A,Yangon,Member,Food and beverages,14.23,5,3.5575,253.11612500000004,30
Female,423-64-4619,A,Yangon,Member,Health and beauty,15.55,9,6.9975,979.300125,30
Female,227-07-4446,C,Naypyitaw,Member,Electronic accessories,78.13,10,39.065,30521.484499999995,30
Female,428-83-5800,C,Naypyitaw,Member,Food and beverages,21.08,3,3.162,199.96488,30
Female,704-20-4138,C,Naypyitaw,Member,Health and beauty,29.67,7,10.3845,2156.756805,30
Female,649-11-3678,C,Naypyitaw,Normal,Food and beverages,22.93,9,10.3185,2129.428845,30
Female,622-20-1945,C,Naypyitaw,Normal,Health and beauty,39.42,1,1.971,77.69682,30
Female,563-91-7120,A,Yangon,Normal,Fashion accessories,61.77,5,154.425,47694.161250000005,30
Female,527-09-6272,A,Yangon,Member,Electronic accessories,28.45,5,7.1125,1011.753125,30
Female,692-27-8933,B,Mandalay,Normal,Sports and travel,57.95,6,17.385,6044.764500000001,30
Female,633-09-3463,C,Naypyitaw,Normal,Electronic accessories,47.65,3,7.1475,1021.735125,30
Female,374-17-3652,B,Mandalay,Member,Food and beverages,42.82,9,19.269,7425.88722,30
Female,433-75-6987,B,Mandalay,Member,Health and beauty,55.97,7,195.895,76749.70204999999,30
Female,873-95-4984,B,Mandalay,Member,Health and beauty,76.9,7,26.915,14488.3445,30
Female,416-13-5917,C,Naypyitaw,Normal,Food and beverages,97.03,5,242.575,117685.26125,30
Female,135-84-8019,A,Yangon,Normal,Fashion accessories,77.93,9,350.685,245959.93845000005,30
Female,725-96-3778,C,Naypyitaw,Member,Home and lifestyle,89.25,8,35.7,25489.800000000003,30
Female,400-45-1220,B,Mandalay,Normal,Health and beauty,13.5,10,6.75,911.25,30
Female,860-79-0874,C,Naypyitaw,Member,Fashion accessories,99.3,10,49.65,49302.45,30
Female,115-99-4379,B,Mandalay,Member,Fashion accessories,54.73,7,191.555,73386.63605,30
Female,320-49-6392,C,Naypyitaw,Normal,Electronic accessories,30.24,1,1.512,45.72288,30
Female,889-04-9723,B,Mandalay,Member,Food and beverages,89.14,4,17.828,6356.751679999999,30
Female,632-90-0281,C,Naypyitaw,Normal,Fashion accessories,37.55,10,18.775,7050.0125,30
Female,554-42-2417,C,Naypyitaw,Normal,Sports and travel,95.44,10,47.72,45543.968,30
Female,605-72-4132,C,Naypyitaw,Normal,Food and beverages,94.47,8,37.788,28558.658879999995,30
Female,272-27-9238,C,Naypyitaw,Normal,Food and beverages,41.24,4,8.248,1360.59008,30
Female,834-25-9262,C,Naypyitaw,Normal,Fashion accessories,81.68,4,16.336,5337.29792,30
Female,122-61-9553,C,Naypyitaw,Normal,Electronic accessories,51.32,9,23.094,10666.65672,30
Female,613-59-9758,C,Naypyitaw,Normal,Sports and travel,14.36,10,7.18,1031.048,30
Female,201-86-2184,B,Mandalay,Member,Electronic accessories,26.26,7,9.191,1689.4896200000003,30
Female,261-12-8671,B,Mandalay,Normal,Fashion accessories,60.96,2,6.096,743.22432,30
Female,730-70-9830,C,Naypyitaw,Normal,Home and lifestyle,70.11,6,21.033,8847.74178,30
Female,422-29-8786,A,Yangon,Normal,Home and lifestyle,67.09,5,167.725,56263.35125000001,30
Female,667-23-5919,A,Yangon,Member,Fashion accessories,96.7,5,24.175,11688.6125,30
Female,843-01-4703,B,Mandalay,Member,Home and lifestyle,35.38,9,15.921,5069.5648200000005,30
Female,182-69-8360,B,Mandalay,Normal,Electronic accessories,23.65,4,4.73,447.458,30
Female,462-78-5240,C,Naypyitaw,Normal,Electronic accessories,26.61,2,2.661,141.61842,30
Female,868-52-7573,B,Mandalay,Normal,Food and beverages,99.69,5,249.225,124226.20125,30
Female,153-58-4872,C,Naypyitaw,Member,Food and beverages,74.89,4,14.978,4486.80968,30
Female,662-72-2873,A,Yangon,Normal,Food and beverages,40.94,5,10.235,2095.1045,30
Female,725-56-0833,A,Yangon,Normal,Health and beauty,32.32,10,16.16,5222.912,30
Female,394-41-0748,C,Naypyitaw,Member,Fashion accessories,54.07,9,243.315,118404.37845,30
Female,541-89-9860,C,Naypyitaw,Member,Fashion accessories,80.48,3,12.072,2914.66368,30
Female,173-82-9529,B,Mandalay,Normal,Fashion accessories,37.95,10,18.975,7201.012500000001,30
Female,308-47-4913,A,Yangon,Member,Sports and travel,52.26,10,26.13,13655.538,30
Female,885-17-6250,A,Yangon,Normal,Health and beauty,79.74,1,3.987,317.92338,30
Female,726-27-2396,A,Yangon,Normal,Health and beauty,77.5,5,19.375,7507.8125,30
Female,316-01-3952,A,Yangon,Normal,Food and beverages,54.27,5,135.675,36815.411250000005,30
Female,793-10-3222,B,Mandalay,Member,Health and beauty,41.06,6,12.318,3034.66248,30
Female,110-05-6330,C,Naypyitaw,Normal,Food and beverages,39.43,6,11.829,2798.50482,30
Female,831-64-0259,B,Mandalay,Normal,Fashion accessories,39.75,5,9.9375,1975.078125,30
Female,587-03-7455,C,Naypyitaw,Member,Fashion accessories,97.79,7,342.265,234290.66045,30
Female,725-32-9708,B,Mandalay,Member,Fashion accessories,68.71,4,13.742,3776.85128,30
Female,256-08-8343,A,Yangon,Normal,Home and lifestyle,56.53,4,11.306,2556.51272,30
Female,372-26-1506,C,Naypyitaw,Normal,Fashion accessories,23.82,5,5.955,709.2405,30
Female,244-08-0162,B,Mandalay,Normal,Health and beauty,34.21,10,17.105,5851.620500000001,30
Female,750-57-9686,C,Naypyitaw,Normal,Home and lifestyle,45.38,4,9.076,1647.4755200000002,30
Female,186-09-3669,C,Naypyitaw,Member,Health and beauty,81.51,1,4.0755,332.194005,30
Female,848-07-1692,B,Mandalay,Normal,Health and beauty,57.22,2,5.722,654.82568,30
Female,745-71-3520,A,Yangon,Member,Electronic accessories,25.22,7,8.827,1558.31858,30
Female,266-76-6436,C,Naypyitaw,Member,Food and beverages,38.6,3,5.79,670.4820000000001,30
Female,740-22-2500,C,Naypyitaw,Normal,Electronic accessories,84.05,3,12.6075,3178.981125,30
Female,271-88-8734,C,Naypyitaw,Member,Fashion accessories,97.21,10,48.605,47248.92049999999,30
Female,650-98-6268,B,Mandalay,Member,Food and beverages,20.87,3,3.1305,196.000605,30
Female,325-77-6186,A,Yangon,Member,Home and lifestyle,90.65,10,45.325,41087.1125,30
Female,459-50-7686,A,Yangon,Normal,Electronic accessories,23.46,6,7.038,990.66888,30
Female,837-55-7229,B,Mandalay,Normal,Fashion accessories,47.44,1,2.372,112.52768,30
Female,810-60-6344,C,Naypyitaw,Normal,Electronic accessories,40.86,8,16.344,5342.526720000001,30
Female,394-30-3170,B,Mandalay,Member,Sports and travel,88.43,8,35.372,25023.56768,30
Female,138-17-5109,A,Yangon,Member,Home and lifestyle,89.21,9,401.445,322316.17605,30
Female,301-11-9629,A,Yangon,Normal,Sports and travel,19.1,7,6.685,893.7845000000001,30
Female,390-80-5128,B,Mandalay,Member,Health and beauty,19.15,1,9.575,183.36125,30
Female,296-11-7041,B,Mandalay,Member,Health and beauty,27.07,1,1.3535,36.639245,30
Female,449-27-2918,B,Mandalay,Member,Sports and travel,39.12,1,1.956,76.51871999999999,30
Female,891-01-7034,B,Mandalay,Normal,Electronic accessories,74.71,6,22.413,10046.85138,30
Female,727-17-0390,A,Yangon,Normal,Food and beverages,63.61,5,159.025,50577.90125,30
Female,767-54-1907,B,Mandalay,Member,Fashion accessories,29.56,5,7.39,1092.2419999999995,30
Female,710-46-4433,B,Mandalay,Member,Food and beverages,77.4,9,34.83,24262.578,30
Female,325-90-8763,C,Naypyitaw,Member,Electronic accessories,46.57,10,23.285,10843.8245,30
Female,234-03-4040,B,Mandalay,Member,Food and beverages,73.05,10,36.525,26681.5125,30
Female,326-71-2155,C,Naypyitaw,Normal,Sports and travel,73.95,4,14.79,4374.882,30
Female,320-32-8842,C,Naypyitaw,Member,Food and beverages,22.62,1,1.131,25.58322,30
Female,878-30-2331,C,Naypyitaw,Member,Sports and travel,54.55,10,27.275,14878.5125,30
Female,440-59-5691,C,Naypyitaw,Member,Health and beauty,37.15,7,130.025,33813.00125,30
Female,233-34-0817,C,Naypyitaw,Member,Electronic accessories,98.84,1,4.942,488.46728,30
Female,767-05-1286,C,Naypyitaw,Member,Home and lifestyle,83.77,6,25.131,12631.34322,30
Female,340-21-9136,A,Yangon,Member,Sports and travel,40.05,4,8.01,1283.2019999999998,30
Female,676-39-6028,A,Yangon,Member,Electronic accessories,64.44,5,16.11,5190.642,30
Female,485-30-8700,A,Yangon,Normal,Sports and travel,33.26,5,8.315,1382.7844999999998,30
Female,246-11-3901,C,Naypyitaw,Normal,Electronic accessories,32.8,10,16.4,5379.2,30
Female,493-65-6248,C,Naypyitaw,Member,Sports and travel,36.98,10,18.49,6837.601999999999,30
Female,438-01-4015,B,Mandalay,Member,Sports and travel,49.49,4,9.898,1959.40808,30
Female,709-58-4068,B,Mandalay,Normal,Fashion accessories,41.09,10,20.545,8441.9405,30
Female,627-95-3243,B,Mandalay,Member,Home and lifestyle,77.68,9,34.956,24438.43872000001,30
Female,686-41-0932,B,Mandalay,Normal,Fashion accessories,34.7,2,3.47,240.81800000000004,30
Female,510-09-5628,A,Yangon,Member,Fashion accessories,19.66,10,9.83,1932.578,30
Female,608-04-3797,B,Mandalay,Member,Health and beauty,25.32,8,10.128,2051.52768,30
Female,148-82-2527,C,Naypyitaw,Member,Home and lifestyle,12.12,10,6.06,734.4719999999999,30
Female,556-97-7101,C,Naypyitaw,Normal,Electronic accessories,63.22,2,6.322,799.3536799999999,30
Female,862-59-8517,C,Naypyitaw,Normal,Food and beverages,90.24,6,27.072,14657.86368,30
Female,401-18-8016,B,Mandalay,Member,Sports and travel,98.13,1,4.9065,481.474845,30
Female,420-18-8989,A,Yangon,Member,Sports and travel,51.52,8,20.608,8493.79328,30
Female,573-98-8548,C,Naypyitaw,Member,Fashion accessories,31.9,1,1.595,50.8805,30
Female,282-35-2475,B,Mandalay,Normal,Sports and travel,93.31,2,9.331,1741.35122,30
Female,387-49-4215,B,Mandalay,Member,Sports and travel,48.5,3,7.275,1058.5125,30
Female,862-17-9201,B,Mandalay,Normal,Food and beverages,84.05,6,25.215,12715.9245,30
Female,602-80-9671,C,Naypyitaw,Member,Home and lifestyle,15.95,6,4.785,457.9245,30
Female,347-72-6115,B,Mandalay,Member,Sports and travel,90.74,7,31.759,20172.68162,30
Female,209-61-0206,A,Yangon,Normal,Home and lifestyle,42.91,5,10.7275,2301.585125,30
Female,595-27-4851,A,Yangon,Normal,Fashion accessories,54.28,7,18.998,7218.480080000001,30
Female,413-20-6708,C,Naypyitaw,Member,Fashion accessories,51.47,1,2.5735,132.458045,30
Female,734-91-1155,B,Mandalay,Normal,Electronic accessories,45.71,3,6.8565,940.231845,30
Female,451-28-5717,C,Naypyitaw,Member,Home and lifestyle,83.17,6,24.951,12451.04802,30
Female,609-81-8548,A,Yangon,Member,Home and lifestyle,37.44,6,11.232,2523.15648,30
Female,719-89-8991,A,Yangon,Member,Sports and travel,91.41,5,228.525,104447.35125,30
Female,827-44-5872,B,Mandalay,Member,Food and beverages,54.36,10,27.18,14775.048,30
Female,236-27-1144,C,Naypyitaw,Normal,Food and beverages,16.31,9,7.3395,1077.365205,30
Female,892-05-6689,A,Yangon,Normal,Home and lifestyle,28.32,5,7.08,1002.528,30
Female,339-12-4827,B,Mandalay,Member,Fashion accessories,73.96,1,3.698,273.50408,30
Female,308-81-0538,A,Yangon,Normal,Fashion accessories,73.05,4,14.61,4269.042,30
Female,358-88-9262,C,Naypyitaw,Member,Food and beverages,87.48,6,26.244,13774.95072,30
Female,173-50-1108,B,Mandalay,Member,Sports and travel,20.18,4,4.036,325.78592,30
Female,841-18-8232,B,Mandalay,Normal,Food and beverages,71.2,1,3.56,253.472,30
Female,647-50-1224,A,Yangon,Normal,Fashion accessories,29.42,10,14.71,4327.682000000001,30
Female,539-21-7227,B,Mandalay,Normal,Sports and travel,51.54,5,12.885,3320.4645,30
Female,213-32-1216,A,Yangon,Normal,Electronic accessories,66.06,6,19.818,7855.06248,30
Female,582-52-8065,B,Mandalay,Normal,Fashion accessories,54.31,9,244.395,119457.83205,30
Female,210-57-1719,B,Mandalay,Normal,Health and beauty,58.24,9,26.208,13737.185279999998,30
Female,198-66-9832,B,Mandalay,Member,Fashion accessories,72.04,2,7.204,1037.95232,30
Female,283-26-5248,C,Naypyitaw,Member,Food and beverages,98.52,10,49.26,48530.952,30
Female,218-59-9410,A,Yangon,Member,Home and lifestyle,72.42,3,10.863,2360.09538,30
Female,134-54-4720,B,Mandalay,Normal,Electronic accessories,42.42,8,16.968,5758.26048,30
Female,698-98-5964,A,Yangon,Normal,Food and beverages,81.21,10,40.605,32975.320499999994,30
Female,718-57-9773,C,Naypyitaw,Normal,Sports and travel,49.33,10,24.665,12167.2445,30
Female,651-88-7328,A,Yangon,Normal,Fashion accessories,65.74,9,29.583,17503.07778,30
Female,241-11-2261,B,Mandalay,Normal,Fashion accessories,79.86,7,27.951,15625.16802,30
Female,408-26-9866,C,Naypyitaw,Normal,Sports and travel,73.98,7,25.893,13408.94898,30
Female,834-83-1826,B,Mandalay,Member,Home and lifestyle,82.04,5,20.51,8413.202000000001,30
Female,797-88-0493,A,Yangon,Normal,Health and beauty,64.27,4,12.854,3304.5063199999995,30
Female,443-82-0585,A,Yangon,Member,Health and beauty,77.68,4,15.536,4827.345920000001,30
Female,339-18-7061,C,Naypyitaw,Member,Fashion accessories,92.98,2,9.298,1729.05608,30
Female,359-90-3665,B,Mandalay,Member,Fashion accessories,18.08,4,3.616,261.50912,30
Female,278-86-2735,A,Yangon,Normal,Food and beverages,52.34,3,7.851,1232.76402,30
Female,695-28-6250,A,Yangon,Normal,Sports and travel,43.06,5,10.765,2317.7045000000003,30
Female,788-07-8452,C,Naypyitaw,Member,Home and lifestyle,24.24,7,8.484,1439.5651199999998,30
